,source,image_id,image_path,damage_severity,informative,humanitarian,disaster_types,event_name,tweet_id,tweet_text,image,IsFlood
272,CrisisMMD,913119569023299584_0,data/crisismmd/data_image/hurricane_maria/27_9_2017/913119569023299584_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.13e+17,"Storm claims could top $100 billion; for Puerto Rico, 'Maria changes everything' https://t.co/EDbvBRa0pN #Maria https://t.co/4zGTWietIa",data_image/hurricane_maria/27_9_2017/913119569023299584_0.jpg,1
273,CrisisMMD,909492229680615425_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909492229680615425_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,hurricane,hurricane_irma,9.09e+17,See how we are moving forward together post-#Irma: #FUMCCG News and Happenings #GablesStrong https://t.co/5QBwGifQ5H https://t.co/6lIl0KzGK9,data_image/hurricane_irma/17_9_2017/909492229680615425_0.jpg,1
274,CrisisMMD,910095089489383430_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910095089489383430_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Currently working on a story about the destruction that Irma brought and the effect it has on crops and farmers inâ€šÃ„Â¶ https://t.co/p3lHJfe50i,data_image/hurricane_irma/19_9_2017/910095089489383430_0.jpg,1
275,CrisisMMD,904685539412119553_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904685539412119553_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.05e+17,RT @ABC7News: PHOTOS: 21 powerful images of Hurricane #Harvey's impact: https://t.co/FbBPTPNZo4 #Texas #Houston https://t.co/gamMJQ5nyG,data_image/hurricane_harvey/4_9_2017/904685539412119553_0.jpg,1
276,CrisisMMD,908384227955154944_0,data/crisismmd/data_image/hurricane_harvey/14_9_2017/908384227955154944_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.08e+17,"Hurricane Harvey and Hurricane Irma predicted to disrupt, but not fully derail, GDP growth: https://t.co/qMQWACsV95 https://t.co/kQbLEJyWRX",data_image/hurricane_harvey/14_9_2017/908384227955154944_0.jpg,1
277,CrisisMMD,905718306048536576_0,data/crisismmd/data_image/hurricane_harvey/7_9_2017/905718306048536576_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,hurricane,hurricane_harvey,9.06e+17,RT @business: Receding floodwaters are exposing long-term health risks after Harvey https://t.co/8likWtC1bf https://t.co/w4mFP369Pt,data_image/hurricane_harvey/7_9_2017/905718306048536576_0.jpg,1
278,CrisisMMD,908114241844113408_0,data/crisismmd/data_image/hurricane_harvey/13_9_2017/908114241844113408_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,hurricane,hurricane_harvey,9.08e+17,HIs handling of #Harvey #Irma say Trump may have found his calling - disaster management. https://t.co/C5Mz5oTCbF https://t.co/Fm5eWmce78,data_image/hurricane_harvey/13_9_2017/908114241844113408_0.jpg,1
279,CrisisMMD,909408865992798208_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909408865992798208_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.09e+17,Here's the Best Way to Limit the Risk of 'Widespread' Hurricane Damage #Irma https://t.co/oN2OgE0wuV https://t.co/bWuLYg7JDB,data_image/hurricane_irma/17_9_2017/909408865992798208_0.jpg,1
280,CrisisMMD,910638491704295425_0,data/crisismmd/data_image/hurricane_maria/20_9_2017/910638491704295425_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.11e+17,Dominica knocked to its knees by Hurricane Maria's might https://t.co/us52bknbxf https://t.co/y9o34MNrkB,data_image/hurricane_maria/20_9_2017/910638491704295425_0.jpg,1
281,CrisisMMD,907276678522576897_0,data/crisismmd/data_image/hurricane_harvey/11_9_2017/907276678522576897_0.jpg,severe,informative,affected_injured_or_dead_people,flood,hurricane_harvey,9.07e+17,Harvey and Irma economic hit could total $200 billion: Moody's https://t.co/80LmHrfUma https://t.co/Hij4R8XJns,data_image/hurricane_harvey/11_9_2017/907276678522576897_0.jpg,1
282,CrisisMMD,905471249899454464_0,data/crisismmd/data_image/hurricane_harvey/6_9_2017/905471249899454464_0.jpg,mild,informative,rescue_volunteering_or_donation_effort,flood,hurricane_harvey,9.05e+17,FULL STORY: Harvey aid passes House but expected to get political in the Senate https://t.co/WcUhX2Jxen https://t.co/vW4NBOIBqc,data_image/hurricane_harvey/6_9_2017/905471249899454464_0.jpg,1
283,CrisisMMD,909130349741006848_0,data/crisismmd/data_image/hurricane_harvey/16_9_2017/909130349741006848_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.09e+17,Hurricane Harvey stress and a stress reliever. https://t.co/6wyi0CSfip,data_image/hurricane_harvey/16_9_2017/909130349741006848_0.jpg,1
284,CrisisMMD,907970367016329217_0,data/crisismmd/data_image/hurricane_harvey/13_9_2017/907970367016329217_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.08e+17,Continued prayers for recovery for all affected by Irma &amp; Harvey. Want to help? https://t.co/QrzWx0zk0j https://t.co/sUTwgyxHeE,data_image/hurricane_harvey/13_9_2017/907970367016329217_0.jpg,1
285,CrisisMMD,916332585537728513_0,data/crisismmd/data_image/hurricane_maria/6_10_2017/916332585537728513_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.16e+17,"Sunnova Works to Restore Solar Systems, Build Up Resilient Grid in Puerto Rico https://t.co/lLOORh6ZDQ https://t.co/CJh85YWtSt",data_image/hurricane_maria/6_10_2017/916332585537728513_0.jpg,1
286,CrisisMMD,905467541534978050_0,data/crisismmd/data_image/hurricane_harvey/6_9_2017/905467541534978050_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,"RT @WKBN: WKBN, 170 stations across country raise millions for Harvey victims https://t.co/TlTVEdRk5r https://t.co/VTTvo3uMwG",data_image/hurricane_harvey/6_9_2017/905467541534978050_0.jpg,1
287,CrisisMMD,910169542718091265_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910169542718091265_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Dodged a lot of fallen trees on this morning's detour #IRMA https://t.co/DCVc18wUbs,data_image/hurricane_irma/19_9_2017/910169542718091265_0.jpg,1
288,CrisisMMD,905457230748807168_0,data/crisismmd/data_image/hurricane_harvey/6_9_2017/905457230748807168_0.jpg,severe,informative,rescue_volunteering_or_donation_effort,flood,hurricane_harvey,9.05e+17,#Obama finally decided to visit victims of #HurricaneHarvey https://t.co/DThk4YF6HT,data_image/hurricane_harvey/6_9_2017/905457230748807168_0.jpg,1
289,CrisisMMD,913627390043197440_0,data/crisismmd/data_image/hurricane_maria/29_9_2017/913627390043197440_0.jpg,severe,informative,affected_injured_or_dead_people,hurricane,hurricane_maria,9.14e+17,House passes disaster tax relief bill for hurricane victims https://t.co/fm0DAEGeUS https://t.co/av0dNHfWgn,data_image/hurricane_maria/29_9_2017/913627390043197440_0.jpg,1
290,CrisisMMD,906081532141600768_0,data/crisismmd/data_image/hurricane_harvey/8_9_2017/906081532141600768_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.06e+17,Not Enough Rental Cars for Drivers Flooded by Harvey - https://t.co/P92G9uDDps via @insreporters #insurance https://t.co/2I06ypeJ7T,data_image/hurricane_harvey/8_9_2017/906081532141600768_0.jpg,1
291,CrisisMMD,909723446287970305_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909723446287970305_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_irma,9.1e+17,#Jose is expected to weaken as he moves north along the E. coast while #Maria is expected to strengthen as she moveâ€šÃ„Â¶ https://t.co/K7vl6qlhA3,data_image/hurricane_irma/18_9_2017/909723446287970305_0.jpg,1
292,CrisisMMD,927562775815012352_0,data/crisismmd/data_image/hurricane_maria/6_11_2017/927562775815012352_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.28e+17,"I got to talk to @Sierra_Magazine alum @DavidFerris about ""post-Apocalyptic Puerto Rico"": https://t.co/fNe7kJZ021 https://t.co/MPPo3rzUXi",data_image/hurricane_maria/6_11_2017/927562775815012352_0.jpg,1
293,CrisisMMD,911818109123747846_0,data/crisismmd/data_image/hurricane_maria/24_9_2017/911818109123747846_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_maria,9.12e+17,RT @HighvTweet: St. Thomas was also hammered. This is Bluebeard Resort in Limetree. #stt #stthomas #hurricanemaria https://t.co/PVqNRfjYEs,data_image/hurricane_maria/24_9_2017/911818109123747846_0.jpg,1
294,CrisisMMD,911584945470099456_0,data/crisismmd/data_image/hurricane_maria/23_9_2017/911584945470099456_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,RT @VisitLift: Pray for all families! #Visitlift #Hurricanemaria https://t.co/KpvWPBXm1C,data_image/hurricane_maria/23_9_2017/911584945470099456_0.jpg,1
295,CrisisMMD,911967176160169990_0,data/crisismmd/data_image/hurricane_maria/24_9_2017/911967176160169990_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_maria,9.12e+17,"Maria still cat 2 storm, continues 2 weaken moving north iinto cooler waters. Rain/wind/high surf poss in OBX mid wk https://t.co/HKFequq6Dn",data_image/hurricane_maria/24_9_2017/911967176160169990_0.jpg,1
296,CrisisMMD,909893730823483392_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909893730823483392_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_irma,9.1e+17,"While Irma was a glacing blow for Puerto Rico, I can't see how PR/USVI can escape the punishment of Cat. 4 #Maria. https://t.co/BhvuZ2sx61",data_image/hurricane_irma/18_9_2017/909893730823483392_0.jpg,1
297,CrisisMMD,912286223930134530_0,data/crisismmd/data_image/hurricane_maria/25_9_2017/912286223930134530_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_maria,9.12e+17,Hurricane Maria: Dam threatens to burst in devastated Puerto Rico - CNN https://t.co/F9Uc8YW01D #ClashRoyaleHack https://t.co/EZxkxmtVUk,data_image/hurricane_maria/25_9_2017/912286223930134530_0.jpg,1
298,CrisisMMD,909135905063026688_2,data/crisismmd/data_image/hurricane_harvey/16_9_2017/909135905063026688_2.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.09e+17,My Harvey damage looks like a mutating Tetsuo from Akira https://t.co/vxQa0f0HwQ,data_image/hurricane_harvey/16_9_2017/909135905063026688_2.jpg,1
299,CrisisMMD,901704875926544384_0,data/crisismmd/data_image/hurricane_harvey/27_8_2017/901704875926544384_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.02e+17,"RT @NickABC13: Yes, that's a Cadillac stuck in water. The driver had to be rescued. #Harvey https://t.co/c3c8lv0MQo",data_image/hurricane_harvey/27_8_2017/901704875926544384_0.jpg,1
300,CrisisMMD,910115488356864001_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910115488356864001_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,@fema @VATF1 City of Bradenton #irma dragging feet on clean up. https://t.co/dLvRF38nCo,data_image/hurricane_irma/19_9_2017/910115488356864001_0.jpg,1
301,CrisisMMD,909423758078828545_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909423758078828545_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.09e+17,"If you need to escape post-Irma heat in Fort Lauderdale, hereâ€šÃ„Ã´s where to go https://t.co/14CpnnoQyJ Via @DavidJNealâ€šÃ„Â¶ https://t.co/KM1viuEMN8",data_image/hurricane_irma/17_9_2017/909423758078828545_0.jpg,1
302,CrisisMMD,910626406513676288_1,data/crisismmd/data_image/hurricane_maria/20_9_2017/910626406513676288_1.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_maria,9.11e+17,Hurricane Maria intensifies as it barrels toward Puerto Rico https://t.co/z5Mz58sJdw #travelinsurance #travel https://t.co/l7yYg1WZRs,data_image/hurricane_maria/20_9_2017/910626406513676288_1.jpg,1
303,CrisisMMD,921357033403748354_0,data/crisismmd/data_image/hurricane_maria/20_10_2017/921357033403748354_0.jpg,mild,informative,rescue_volunteering_or_donation_effort,hurricane,hurricane_maria,9.21e+17,Trump on 'massive' push to fix Puerto Rico's electric grid #politics https://t.co/KM6oIVfqVj https://t.co/laMcl5nj5u,data_image/hurricane_maria/20_10_2017/921357033403748354_0.jpg,1
304,CrisisMMD,911557791076188165_0,data/crisismmd/data_image/hurricane_maria/23_9_2017/911557791076188165_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_maria,9.12e+17,"#Jose is dead, #Maria continues to wreak havoc, and #Lee somehow came back to life Friday &amp; is now a tropical storm. https://t.co/8evUpFs66c",data_image/hurricane_maria/23_9_2017/911557791076188165_0.jpg,1
305,CrisisMMD,909871727932473345_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909871727932473345_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.1e+17,Irma is still leaving her mark in some areas of FL https://t.co/jIhab3msN7,data_image/hurricane_irma/18_9_2017/909871727932473345_0.jpg,1
306,CrisisMMD,905680258090881024_0,data/crisismmd/data_image/hurricane_irma/7_9_2017/905680258090881024_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_irma,9.06e+17,Is it safe to visit Florida? Travel warning issued over 'life-threatening' Hurricane Irma https://t.co/jlPX1jdBf3 https://t.co/k31vqOxYNR,data_image/hurricane_irma/7_9_2017/905680258090881024_0.jpg,1
307,CrisisMMD,910624832085147649_0,data/crisismmd/data_image/hurricane_maria/20_9_2017/910624832085147649_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_maria,9.11e+17,Reporters Covering Hurricane Maria Take Shelter in San Juan |Â TVNewser https://t.co/nw5bUa9vN8 https://t.co/8mq7DfNrFG,data_image/hurricane_maria/20_9_2017/910624832085147649_0.jpg,1
308,CrisisMMD,910122015993995264_3,data/crisismmd/data_image/hurricane_irma/19_9_2017/910122015993995264_3.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,RT @steadicam305: #Irma minor damage at @univision's parking lot - @UniNoticias @Univision23 https://t.co/XO0tWG1d9y,data_image/hurricane_irma/19_9_2017/910122015993995264_3.jpg,1
309,CrisisMMD,904271772840841218_0,data/crisismmd/data_image/hurricane_harvey/3_9_2017/904271772840841218_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.04e+17,"RT @AntonioArellano: One Week After Harvey, #Texas Residents Exhausted, Still Stranded https://t.co/yBK62QKzaL https://t.co/74qeIFyO3Y",data_image/hurricane_harvey/3_9_2017/904271772840841218_0.jpg,1
310,CrisisMMD,910165451312893952_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910165451312893952_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Irmaâ€šÃ„Ã´s price tag? Likely more than $100 million in Georgia. https://t.co/CROvCdyWTi https://t.co/egHaJDIaNX,data_image/hurricane_irma/19_9_2017/910165451312893952_0.jpg,1
311,CrisisMMD,911712278516551681_2,data/crisismmd/data_image/hurricane_maria/23_9_2017/911712278516551681_2.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,"Ocean Park, a moment ago, still under water. Part 1 Hurricane Maria #PuertoRico https://t.co/pQ5Fef4mqD",data_image/hurricane_maria/23_9_2017/911712278516551681_2.jpg,1
312,CrisisMMD,913241636590645248_0,data/crisismmd/data_image/hurricane_maria/28_9_2017/913241636590645248_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.13e+17,Hurricane Maria survivor: 'I feared for our lives' https://t.co/mvnmvdfTZQ https://t.co/5n6VVHf45Z,data_image/hurricane_maria/28_9_2017/913241636590645248_0.jpg,1
313,CrisisMMD,908840904089255936_0,data/crisismmd/data_image/hurricane_harvey/15_9_2017/908840904089255936_0.jpg,little_or_none,not_informative,not_humanitarian,hurricane,hurricane_harvey,9.09e+17,Texas Rice: Harvey + Mosquito Spraying + Flood Waters Question https://t.co/keTbw6i6v0 https://t.co/20KvmUN1GN,data_image/hurricane_harvey/15_9_2017/908840904089255936_0.jpg,1
314,CrisisMMD,910785253580648448_3,data/crisismmd/data_image/hurricane_maria/21_9_2017/910785253580648448_3.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.11e+17,a Hurricane Maria update in my neighborhood á½‰4 https://t.co/y0MUM6GcGe,data_image/hurricane_maria/21_9_2017/910785253580648448_3.jpg,1
315,CrisisMMD,911946959954563072_0,data/crisismmd/data_image/hurricane_maria/24_9_2017/911946959954563072_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_maria,9.12e+17,"https://t.co/mDzh2ln8MS - Hurricane Maria an Increasing Threat of Strong Winds, Rain to Parts of East Coas... https://t.co/6hEb6QNF1K",data_image/hurricane_maria/24_9_2017/911946959954563072_0.jpg,1
316,CrisisMMD,909975544036458497_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/909975544036458497_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,@insideFPL it's been almost been 10 days.Please keep your promise. #frustrating #irma #fpl https://t.co/ISapDMh5Vl,data_image/hurricane_irma/19_9_2017/909975544036458497_0.jpg,1
317,CrisisMMD,909470491056001024_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909470491056001024_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,flood,hurricane_irma,9.09e+17,@WestboroughS we made a donation to the #redcross hurricane Irma appeal as a result of the raffle that Rosa and herâ€šÃ„Â¶ https://t.co/wzBycR0Qj8,data_image/hurricane_irma/17_9_2017/909470491056001024_0.jpg,1
318,CrisisMMD,927576648807043072_0,data/crisismmd/data_image/hurricane_maria/6_11_2017/927576648807043072_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.28e+17,Don't miss the Hurricane Issue of our newsletter! #epscor #usvi #Irma #HurricaneMaria #HBCU #marinescience #USVI https://t.co/0719rBGhXq,data_image/hurricane_maria/6_11_2017/927576648807043072_0.jpg,1
319,CrisisMMD,901697361541509120_0,data/crisismmd/data_image/hurricane_harvey/27_8_2017/901697361541509120_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.02e+17,House is flooded. Me &amp; cats will sleep upstairs. Still have power. Hope neighbors ok!#HurricaneHarvey please stop! https://t.co/oKHgCThWuI,data_image/hurricane_harvey/27_8_2017/901697361541509120_0.jpg,1
320,CrisisMMD,905405070526873600_0,data/crisismmd/data_image/hurricane_harvey/6_9_2017/905405070526873600_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,RT @SanAntTXRR: USAA website helps Harvey evacuees see property before and after the storm https://t.co/e0s2KGx7mU https://t.co/DPa3SIT8Vt,data_image/hurricane_harvey/6_9_2017/905405070526873600_0.jpg,1
321,CrisisMMD,913379706556338176_0,data/crisismmd/data_image/hurricane_maria/28_9_2017/913379706556338176_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_maria,9.13e+17,"Hurricane Maria Sunset, Cape Hatteras NationalÂ Seashore https://t.co/2HSai7AMMH https://t.co/A8CIZO7bWX",data_image/hurricane_maria/28_9_2017/913379706556338176_0.jpg,1
322,CrisisMMD,871735126635544578_0,data/crisismmd/data_image/srilanka_floods/5_6_2017/871735126635544578_0.jpg,mild,informative,affected_injured_or_dead_people,hurricane,srilanka_floods,8.72e+17,President @MaithripalaS tours flood-hit areas in Kalutara district #SriLanka https://t.co/l8bjJmjiho https://t.co/oTkaiQcet2,data_image/srilanka_floods/5_6_2017/871735126635544578_0.jpg,1
323,CrisisMMD,904830278379687936_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904830278379687936_0.jpg,severe,informative,rescue_volunteering_or_donation_effort,flood,hurricane_harvey,9.05e+17,hypervocal: Israel pledges $1M in aid for Houston Jewish community after Harvey https://t.co/2z5yfPaz4o https://t.co/tG3chEtXPU,data_image/hurricane_harvey/4_9_2017/904830278379687936_0.jpg,1
324,CrisisMMD,910558846824968194_0,data/crisismmd/data_image/hurricane_maria/20_9_2017/910558846824968194_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,flood,hurricane_maria,9.11e+17,RT @LoopNewsTT: St Kitts &amp; Nevis start national cleanup after Hurricane Maria https://t.co/uzjO0Qxjy2 https://t.co/UFg1UyfrZf,data_image/hurricane_maria/20_9_2017/910558846824968194_0.jpg,1
325,CrisisMMD,905143743690530816_0,data/crisismmd/data_image/hurricane_harvey/5_9_2017/905143743690530816_0.jpg,mild,informative,affected_injured_or_dead_people,flood,hurricane_harvey,9.05e+17,#Rutgers professor provides insight on how climate change impacted Hurricane Harvey. https://t.co/qzlgG4Q7YU https://t.co/zSZ64qn8Ln,data_image/hurricane_harvey/5_9_2017/905143743690530816_0.jpg,1
326,CrisisMMD,905725941162418176_0,data/crisismmd/data_image/hurricane_harvey/7_9_2017/905725941162418176_0.jpg,severe,informative,rescue_volunteering_or_donation_effort,flood,hurricane_harvey,9.06e+17,Hurricane Harvey then and now photos - https://t.co/j8uTKT9Mfx https://t.co/tVbLxSzkEk,data_image/hurricane_harvey/7_9_2017/905725941162418176_0.jpg,1
327,CrisisMMD,928554412515082242_0,data/crisismmd/data_image/hurricane_maria/9_11_2017/928554412515082242_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.29e+17,Pimco Says Puerto Rico Bonds Look Better Since Prices Fell - https://t.co/4mZAyVB8TO https://t.co/AXqeaedn87,data_image/hurricane_maria/9_11_2017/928554412515082242_0.jpg,1
328,CrisisMMD,905009525463375874_0,data/crisismmd/data_image/hurricane_harvey/5_9_2017/905009525463375874_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,Denying Hurricane Harveyâ€™s climate links only worsens future suffering | Dana Nuccitelli https://t.co/mP0sagQWXI https://t.co/O2XPbzxyi8,data_image/hurricane_harvey/5_9_2017/905009525463375874_0.jpg,1
329,CrisisMMD,904222436857495553_1,data/crisismmd/data_image/hurricane_harvey/3_9_2017/904222436857495553_1.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,flood,hurricane_harvey,9.04e+17,RT @OrlandoFireDept: Some love from the pets being rescued after #Harvey. #USARTF4 https://t.co/LhxY4uO8PW,data_image/hurricane_harvey/3_9_2017/904222436857495553_1.jpg,1
330,CrisisMMD,909940586882330624_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/909940586882330624_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,"British Virgin Islands: â€šÃ„Ã²Knocked Down, but Not Knocked Outâ€šÃ„Ã´ byÂ¬ Irma https://t.co/sJwfPdh5OR https://t.co/vYKH8A5BM9",data_image/hurricane_irma/19_9_2017/909940586882330624_0.jpg,1
331,CrisisMMD,910224486196056064_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910224486196056064_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,"Hurricane Irma Violent Eye Wall Batters Naples, Florida https://t.co/1U2EkSZxTN https://t.co/aKIjdVW7uv",data_image/hurricane_irma/19_9_2017/910224486196056064_0.jpg,1
332,CrisisMMD,905663703735050240_0,data/crisismmd/data_image/hurricane_irma/7_9_2017/905663703735050240_0.jpg,little_or_none,informative,not_humanitarian,hurricane,hurricane_irma,9.06e+17,If hurricane Irma comes up the east coast https://t.co/aNtOEkrgrs,data_image/hurricane_irma/7_9_2017/905663703735050240_0.jpg,1
333,CrisisMMD,905720120642650112_0,data/crisismmd/data_image/hurricane_irma/7_9_2017/905720120642650112_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.06e+17,Hurricane Irma's trail of havoc in Sint-Maarten https://t.co/a38Ywfb8Dt https://t.co/DmTIn73gxx,data_image/hurricane_irma/7_9_2017/905720120642650112_0.jpg,1
334,CrisisMMD,910206222204248064_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910206222204248064_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.1e+17,Flooded streets of Naples after Hurricane Irma Watch Now Â·Î©Ã‘9https://t.co/hnQ1ZtFeY1 https://t.co/YPEcKH986U,data_image/hurricane_irma/19_9_2017/910206222204248064_0.jpg,1
335,CrisisMMD,909387455924666368_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909387455924666368_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.09e+17,"#Nurses won't let #Hurricane Irma ruin #Birthday -year-old: https://t.co/i9qweTjTed, https://t.co/klPczXT1yH https://t.co/FiDrcgM3Z4",data_image/hurricane_irma/17_9_2017/909387455924666368_0.jpg,1
336,CrisisMMD,907139822598356992_0,data/crisismmd/data_image/hurricane_harvey/11_9_2017/907139822598356992_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.07e+17,@sonofanders121 @kwilliam111 @BarstoolNewsN Surfin Harvey ... Suburban stylz https://t.co/5EwBuUDNRN,data_image/hurricane_harvey/11_9_2017/907139822598356992_0.jpg,1
337,CrisisMMD,909486244689825792_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909486244689825792_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.09e+17,"Sheltering #Homeless during Irma brings criticism, mess: https://t.co/pSo13prlid, https://t.co/1JVQsDY0Jx https://t.co/TLs8OGasDx",data_image/hurricane_irma/17_9_2017/909486244689825792_0.jpg,1
338,CrisisMMD,905631022540357632_0,data/crisismmd/data_image/hurricane_irma/7_9_2017/905631022540357632_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.06e+17,RT @wsredneck: How a #Redneck relaxes between hurricanes. #irma #harvey #Hurricane https://t.co/uv2q7yvnCZ,data_image/hurricane_irma/7_9_2017/905631022540357632_0.jpg,1
339,CrisisMMD,904709995455025152_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904709995455025152_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,"RT @Health__Newz: Hurricane Harvey is over, but its health impacts have just begun https://t.co/FE6OsTHtmc https://t.co/mfF0uuUtvr",data_image/hurricane_harvey/4_9_2017/904709995455025152_0.jpg,1
340,CrisisMMD,908782385134632960_0,data/crisismmd/data_image/hurricane_harvey/15_9_2017/908782385134632960_0.jpg,little_or_none,not_informative,not_humanitarian,hurricane,hurricane_harvey,9.09e+17,"Extreme Weather Compilation Ã¢â‚¬â€œ Tornado, Hurricane, Sandstorm, HailstormÃ‚ Videos https://t.co/7IAaw3tg7V https://t.co/XgvpxyXach",data_image/hurricane_harvey/15_9_2017/908782385134632960_0.jpg,1
341,CrisisMMD,901830988715532288_0,data/crisismmd/data_image/hurricane_harvey/27_8_2017/901830988715532288_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.02e+17,RT @CBSLA: WATCH LIVE: CBS News Special Report on Tropical Storm Harvey: https://t.co/YlTlULWxvj https://t.co/8afK8jZ7GL,data_image/hurricane_harvey/27_8_2017/901830988715532288_0.jpg,1
